CaseNumber,ReportedDate,Offense,UCRCode,ReportedYearMonth,ReportedDay
MP2019354922        ,2019-11-30 00:00:00+00:00,Larceny,7,2019-11,2019-11-30
MP2019354946        ,2019-11-30 00:00:00+00:00,Larceny,7,2019-11,2019-11-30
MP2019354951        ,2019-11-30 00:00:00+00:00,Assault,5,2019-11,2019-11-30
MP2019354965        ,2019-11-30 00:00:00+00:00,Auto Theft,8,2019-11,2019-11-30
MP2019354983        ,2019-11-30 00:00:00+00:00,Burglary,6,2019-11,2019-11-30
MP2019355012        ,2019-11-30 00:00:00+00:00,Assault,5,2019-11,2019-11-30
MP2019355014        ,2019-11-30 00:00:00+00:00,Larceny,7,2019-11,2019-11-30
MP2019355036        ,2019-11-30 00:00:00+00:00,Assault,5,2019-11,2019-11-30
MP2019355120        ,2019-11-30 00:00:00+00:00,Assault,5,2019-11,2019-11-30
MP2019355135        ,2019-11-30 00:00:00+00:00,Larceny,7,2019-11,2019-11-30
MP2019355203        ,2019-11-30 00:00:00+00:00,Assault,5,2019-11,2019-11-30
MP2019355211        ,2019-11-30 00:00:00+00:00,Larceny,7,2019-11,2019-11-30
MP2019355229        ,2019-11-30 00:00:00+00:00,Auto Theft,8,2019-11,2019-11-30
MP2019355235        ,2019-11-30 00:00:00+00:00,Larceny,7,2019-11,2019-11-30
MP2019355289        ,2019-11-30 00:00:00+00:00,Auto Theft,8,2019-11,2019-11-30
MP2019355395        ,2019-11-30 00:00:00+00:00,Rape,3,2019-11,2019-11-30
MP2019355404        ,2019-11-30 00:00:00+00:00,Larceny,7,2019-11,2019-11-30
MP2019355443        ,2019-12-01 00:00:00+00:00,Assault,5,2019-12,2019-12-01
MP2019355484        ,2019-11-30 00:00:00+00:00,Assault,5,2019-11,2019-11-30
MP2019355544        ,2019-12-01 00:00:00+00:00,Auto Theft,8,2019-12,2019-12-01
MP2019355562        ,2019-12-01 00:00:00+00:00,Assault,5,2019-12,2019-12-01
MP2019355567        ,2019-12-01 00:00:00+00:00,Assault,5,2019-12,2019-12-01
MP2019355654        ,2019-12-01 00:00:00+00:00,Larceny,7,2019-12,2019-12-01
MP2019355676        ,2019-12-01 00:00:00+00:00,Robbery,4,2019-12,2019-12-01
MP2019355682        ,2019-12-01 00:00:00+00:00,Auto Theft,8,2019-12,2019-12-01
MP2019355688        ,2019-12-01 00:00:00+00:00,Auto Theft,8,2019-12,2019-12-01
MP2019355693        ,2019-12-01 00:00:00+00:00,Burglary,6,2019-12,2019-12-01
MP2019355721        ,2019-12-01 00:00:00+00:00,Burglary,6,2019-12,2019-12-01
MP2019355731        ,2019-12-01 00:00:00+00:00,Burglary,6,2019-12,2019-12-01
MP2019355785        ,2019-12-01 00:00:00+00:00,Larceny,7,2019-12,2019-12-01
MP2019356121        ,2019-12-01 00:00:00+00:00,Larceny,7,2019-12,2019-12-01
MP2019707708        ,2019-11-30 00:00:00+00:00,Larceny,7,2019-11,2019-11-30
MP2019707709        ,2019-12-01 00:00:00+00:00,Larceny,7,2019-12,2019-12-01
MP2019707710        ,2019-11-25 00:00:00+00:00,Larceny,7,2019-11,2019-11-25
MP202044345         ,2020-02-28 00:00:00+00:00,Auto Theft,8,2020-02,2020-02-28
MP202051512         ,2020-02-26 00:00:00+00:00,Larceny,7,2020-02,2020-02-26
MP202051934         ,2020-02-27 00:00:00+00:00,Larceny,7,2020-02,2020-02-27
MP202052161         ,2020-02-27 00:00:00+00:00,Larceny,7,2020-02,2020-02-27
MP202052261         ,2020-02-27 00:00:00+00:00,Auto Theft,8,2020-02,2020-02-27
MP202052268         ,2020-02-27 00:00:00+00:00,Larceny,7,2020-02,2020-02-27
MP202052295         ,2020-02-27 00:00:00+00:00,Auto Theft,8,2020-02,2020-02-27
MP202052308         ,2020-02-27 00:00:00+00:00,Auto Theft,8,2020-02,2020-02-27
MP202052313         ,2020-02-27 00:00:00+00:00,Auto Theft,8,2020-02,2020-02-27
MP202052351         ,2020-02-27 00:00:00+00:00,Larceny,7,2020-02,2020-02-27
MP202052386         ,2020-02-27 00:00:00+00:00,Larceny,7,2020-02,2020-02-27
MP202052397         ,2020-02-27 00:00:00+00:00,Auto Theft,8,2020-02,2020-02-27
MP202052406         ,2020-02-27 00:00:00+00:00,Larceny,7,2020-02,2020-02-27
MP202052415         ,2020-02-27 00:00:00+00:00,Robbery,4,2020-02,2020-02-27
MP202052466         ,2020-02-27 00:00:00+00:00,Assault,5,2020-02,2020-02-27
MP202052477         ,2020-02-27 00:00:00+00:00,Larceny,7,2020-02,2020-02-27
MP202052489         ,2020-02-27 00:00:00+00:00,Auto Theft,8,2020-02,2020-02-27
MP202052492         ,2020-02-27 00:00:00+00:00,Assault,5,2020-02,2020-02-27
MP202052542         ,2020-02-27 00:00:00+00:00,Larceny,7,2020-02,2020-02-27
MP202052558         ,2020-02-27 00:00:00+00:00,Larceny,7,2020-02,2020-02-27
MP202052603         ,2020-02-27 00:00:00+00:00,Larceny,7,2020-02,2020-02-27
MP202052611         ,2020-02-27 00:00:00+00:00,Burglary,6,2020-02,2020-02-27
MP202052629         ,2020-02-27 00:00:00+00:00,Auto Theft,8,2020-02,2020-02-27
MP202052631         ,2020-02-27 00:00:00+00:00,Larceny,7,2020-02,2020-02-27
MP202052633         ,2020-02-27 00:00:00+00:00,Larceny,7,2020-02,2020-02-27
MP202052673         ,2020-02-27 00:00:00+00:00,Auto Theft,8,2020-02,2020-02-27
MP202052698         ,2020-02-27 00:00:00+00:00,Auto Theft,8,2020-02,2020-02-27
MP202052801         ,2020-02-27 00:00:00+00:00,Burglary,6,2020-02,2020-02-27
MP202052806         ,2020-02-27 00:00:00+00:00,Larceny,7,2020-02,2020-02-27
MP202052941         ,2020-02-27 00:00:00+00:00,Larceny,7,2020-02,2020-02-27
MP202052943         ,2020-02-27 00:00:00+00:00,Auto Theft,8,2020-02,2020-02-27
MP202053089         ,2020-02-28 00:00:00+00:00,Larceny,7,2020-02,2020-02-28
MP202053141         ,2020-02-28 00:00:00+00:00,Assault,5,2020-02,2020-02-28
MP202053172         ,2020-02-28 00:00:00+00:00,Auto Theft,8,2020-02,2020-02-28
MP202053186         ,2020-02-28 00:00:00+00:00,Assault,5,2020-02,2020-02-28
MP202053190         ,2020-02-28 00:00:00+00:00,Assault,5,2020-02,2020-02-28
MP202053274         ,2020-02-28 00:00:00+00:00,Auto Theft,8,2020-02,2020-02-28
MP202053293         ,2020-02-28 00:00:00+00:00,Auto Theft,8,2020-02,2020-02-28
MP202053307         ,2020-02-28 00:00:00+00:00,Auto Theft,8,2020-02,2020-02-28
MP202053347         ,2020-02-28 00:00:00+00:00,Auto Theft,8,2020-02,2020-02-28
MP202053611         ,2020-02-28 00:00:00+00:00,Larceny,7,2020-02,2020-02-28
MP202053626         ,2020-02-28 00:00:00+00:00,Larceny,7,2020-02,2020-02-28
MP2020701116        ,2020-02-27 00:00:00+00:00,Larceny,7,2020-02,2020-02-27
MP2019258112        ,2019-08-27 00:00:00+00:00,Auto Theft,8,2019-08,2019-08-27
MP2019258150        ,2019-08-27 00:00:00+00:00,Auto Theft,8,2019-08,2019-08-27
MP2019258157        ,2019-08-27 00:00:00+00:00,Larceny,7,2019-08,2019-08-27
MP2019258167        ,2019-08-27 00:00:00+00:00,Auto Theft,8,2019-08,2019-08-27
MP2019258263        ,2019-08-27 00:00:00+00:00,Larceny,7,2019-08,2019-08-27
MP2019258319        ,2019-08-28 00:00:00+00:00,Auto Theft,8,2019-08,2019-08-28
MP2019258339        ,2019-08-28 00:00:00+00:00,Auto Theft,8,2019-08,2019-08-28
MP2019258433        ,2019-08-28 00:00:00+00:00,Assault,5,2019-08,2019-08-28
MP2019258472        ,2019-08-28 00:00:00+00:00,Larceny,7,2019-08,2019-08-28
MP2019258504        ,2019-08-28 00:00:00+00:00,Larceny,7,2019-08,2019-08-28
MP2019258545        ,2019-08-28 00:00:00+00:00,Robbery,4,2019-08,2019-08-28
MP2019258612        ,2019-08-28 00:00:00+00:00,Burglary,6,2019-08,2019-08-28
MP2019258613        ,2019-08-28 00:00:00+00:00,Burglary,6,2019-08,2019-08-28
MP2019258615        ,2019-08-28 00:00:00+00:00,Burglary,6,2019-08,2019-08-28
MP2019258639        ,2019-08-28 00:00:00+00:00,Assault,5,2019-08,2019-08-28
MP2019258653        ,2019-08-28 00:00:00+00:00,Burglary,6,2019-08,2019-08-28
MP2019258667        ,2019-08-28 00:00:00+00:00,Burglary,6,2019-08,2019-08-28
MP2019258672        ,2019-08-28 00:00:00+00:00,Burglary,6,2019-08,2019-08-28
MP2019258681        ,2019-08-28 00:00:00+00:00,Burglary,6,2019-08,2019-08-28
MP2019258686        ,2019-08-28 00:00:00+00:00,Burglary,6,2019-08,2019-08-28
MP2019258691        ,2019-08-28 00:00:00+00:00,Burglary,6,2019-08,2019-08-28
MP2019258725        ,2019-08-28 00:00:00+00:00,Burglary,6,2019-08,2019-08-28
MP2019258882        ,2019-08-28 00:00:00+00:00,Larceny,7,2019-08,2019-08-28
MP2019258893        ,2019-08-28 00:00:00+00:00,Larceny,7,2019-08,2019-08-28
MP2019259410        ,2019-08-29 00:00:00+00:00,Larceny,7,2019-08,2019-08-29
MP2019705330        ,2019-08-27 00:00:00+00:00,Larceny,7,2019-08,2019-08-27
MP2019705332        ,2019-08-27 00:00:00+00:00,Larceny,7,2019-08,2019-08-27
MP2019705333        ,2019-08-27 00:00:00+00:00,Larceny,7,2019-08,2019-08-27
MP2019705335        ,2019-08-27 00:00:00+00:00,Larceny,7,2019-08,2019-08-27
MP2019705336        ,2019-08-27 00:00:00+00:00,Larceny,7,2019-08,2019-08-27
MP2019705340        ,2019-08-27 00:00:00+00:00,Larceny,7,2019-08,2019-08-27
MP2019705341        ,2019-08-27 00:00:00+00:00,Larceny,7,2019-08,2019-08-27
MP2019705342        ,2019-08-27 00:00:00+00:00,Larceny,7,2019-08,2019-08-27
MP2019705343        ,2019-08-27 00:00:00+00:00,Larceny,7,2019-08,2019-08-27
MP2019705345        ,2019-08-27 00:00:00+00:00,Larceny,7,2019-08,2019-08-27
MP2019705347        ,2019-08-28 00:00:00+00:00,Larceny,7,2019-08,2019-08-28
MP2019705348        ,2019-08-28 00:00:00+00:00,Larceny,7,2019-08,2019-08-28
MP2019705350        ,2019-08-28 00:00:00+00:00,Larceny,7,2019-08,2019-08-28
MP2019705351        ,2019-08-28 00:00:00+00:00,Larceny,7,2019-08,2019-08-28
MP2019705353        ,2019-08-28 00:00:00+00:00,Larceny,7,2019-08,2019-08-28
MP2019705354        ,2019-08-28 00:00:00+00:00,Larceny,7,2019-08,2019-08-28
MP2019346115        ,2019-11-20 00:00:00+00:00,Larceny,7,2019-11,2019-11-20
MP2019348954        ,2019-11-23 00:00:00+00:00,Burglary,6,2019-11,2019-11-23
MP2019349706        ,2019-11-24 00:00:00+00:00,Larceny,7,2019-11,2019-11-24
MP2019351346        ,2019-11-26 00:00:00+00:00,Burglary,6,2019-11,2019-11-26
MP2019351347        ,2019-11-26 00:00:00+00:00,Larceny,7,2019-11,2019-11-26
MP2019351348        ,2019-11-26 00:00:00+00:00,Auto Theft,8,2019-11,2019-11-26
MP2019351382        ,2019-11-26 00:00:00+00:00,Auto Theft,8,2019-11,2019-11-26
MP2019351415        ,2019-11-26 00:00:00+00:00,Auto Theft,8,2019-11,2019-11-26
MP2019351421        ,2019-11-26 00:00:00+00:00,Robbery,4,2019-11,2019-11-26
MP2019351450        ,2019-11-26 00:00:00+00:00,Larceny,7,2019-11,2019-11-26
MP2019351452        ,2019-11-26 00:00:00+00:00,Burglary,6,2019-11,2019-11-26
MP2019351476        ,2019-11-26 00:00:00+00:00,Burglary,6,2019-11,2019-11-26
MP2019351484        ,2019-11-26 00:00:00+00:00,Burglary,6,2019-11,2019-11-26
MP2019351530        ,2019-11-26 00:00:00+00:00,Auto Theft,8,2019-11,2019-11-26
MP2019351609        ,2019-11-26 00:00:00+00:00,Larceny,7,2019-11,2019-11-26
MP2019351638        ,2019-11-26 00:00:00+00:00,Auto Theft,8,2019-11,2019-11-26
MP2019351665        ,2019-11-26 00:00:00+00:00,Burglary,6,2019-11,2019-11-26
MP2019351695        ,2019-11-26 00:00:00+00:00,Larceny,7,2019-11,2019-11-26
MP2019351744        ,2019-11-26 00:00:00+00:00,Larceny,7,2019-11,2019-11-26
MP2019351748        ,2019-11-26 00:00:00+00:00,Burglary,6,2019-11,2019-11-26
MP2019351755        ,2019-11-26 00:00:00+00:00,Larceny,7,2019-11,2019-11-26
MP2019351800        ,2019-11-26 00:00:00+00:00,Burglary,6,2019-11,2019-11-26
MP2019351807        ,2019-11-26 00:00:00+00:00,Larceny,7,2019-11,2019-11-26
MP2019351825        ,2019-11-26 00:00:00+00:00,Larceny,7,2019-11,2019-11-26
MP2019351843        ,2019-11-26 00:00:00+00:00,Rape,3,2019-11,2019-11-26
MP2019351851        ,2019-11-26 00:00:00+00:00,Robbery,4,2019-11,2019-11-26
MP2019351898        ,2019-11-26 00:00:00+00:00,Burglary,6,2019-11,2019-11-26
